# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Ir
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
    1630.0       5.7      18.7      31.5     217.2
    1635.0       5.7      18.7      31.6     218.1
    1640.0       5.7      18.7      31.7     218.9
    1645.0       5.8      18.8      31.8     219.8
    1650.0       5.8      18.8      31.9     220.6
    1655.0       5.8      18.9      32.0     221.5
    1660.0       5.8      18.9      32.1     222.3
    1665.0       5.8      18.9      32.2     223.2
    1670.0       5.8      19.0      32.3     224.1
    1675.0       5.8      19.0      32.4     224.9
    1680.0       5.8      19.1      32.5     225.8
    1685.0       5.8      19.1      32.6     226.6
    1690.0       5.8      19.2      32.7     227.5
    1695.0       5.8      19.2      32.8     228.3
    1700.0       5.8      19.2      32.9     229.2
    1705.0       5.8      19.3      33.0     230.1
    1710.0       5.9      19.3      33.1     230.9
    1715.0       5.9      19.4      33.3     231.8
    1720.0       5.9      19.4      33.4     232.7
    1725.0       5.9      19.5      33.5     233.6
    1730.0       5.9      19.5      33.6     234.4
    1735.0       5.9      19.5      33.7     235.3
    1740.0       5.9      19.6      33.8     236.2
    1745.0       5.9      19.6      33.9     237.0
    1750.0       5.9      19.7      34.0     237.9
    1755.0       5.9      19.7      34.1     238.8
    1760.0       5.9      19.7      34.2     239.7
    1765.0       5.9      19.8      34.3     240.5
    1770.0       6.0      19.8      34.4     241.4
    1775.0       6.0      19.9      34.5     242.3
    1780.0       6.0      19.9      34.6     243.2
    1785.0       6.0      20.0      34.7     244.1
    1790.0       6.0      20.0      34.8     244.9
    1795.0       6.0      20.0      34.9     245.8
    1800.0       6.0      20.1      35.0     246.7
    1805.0       6.0      20.1      35.1     247.6
    1810.0       6.0      20.2      35.2     248.5
    1815.0       6.0      20.2      35.3     249.4
    1820.0       6.0      20.3      35.4     250.3
    1825.0       6.0      20.3      35.6     251.1
    1830.0       6.0      20.3      35.7     252.0
    1835.0       6.1      20.4      35.8     252.9
    1840.0       6.1      20.4      35.9     253.8
    1845.0       6.1      20.5      36.0     254.7
    1850.0       6.1      20.5      36.1     255.6
    1855.0       6.1      20.5      36.2     256.5
    1860.0       6.1      20.6      36.3     257.4
    1865.0       6.1      20.6      36.4     258.3
    1870.0       6.1      20.7      36.5     259.2
    1875.0       6.1      20.7      36.6     260.1
    1880.0       6.1      20.8      36.7     261.0
    1885.0       6.1      20.8      36.8     261.9
    1890.0       6.1      20.8      36.9     262.8
    1895.0       6.1      20.9      37.0     263.7
    1900.0       6.2      20.9      37.1     264.6
    1905.0       6.2      21.0      37.3     265.5
    1910.0       6.2      21.0      37.4     266.4
    1915.0       6.2      21.0      37.5     267.3
    1920.0       6.2      21.1      37.6     268.2
    1925.0       6.2      21.1      37.7     269.2
    1930.0       6.2      21.2      37.8     270.1
    1935.0       6.2      21.2      37.9     271.0
    1940.0       6.2      21.3      38.0     271.9
    1945.0       6.2      21.3      38.1     272.8
    1950.0       6.2      21.3      38.2     273.7
    1955.0       6.2      21.4      38.3     274.6
    1960.0       6.2      21.4      38.4     275.6
    1965.0       6.3      21.5      38.6     276.5
    1970.0       6.3      21.5      38.7     277.4
    1975.0       6.3      21.5      38.8     278.3
    1980.0       6.3      21.6      38.9     279.2
    1985.0       6.3      21.6      39.0     280.2
    1990.0       6.3      21.7      39.1     281.1
    1995.0       6.3      21.7      39.2     282.0
    2495.0       7.0      25.8      50.7     380.4
    2995.0       7.7      29.8      63.2     489.3
    3495.0       8.3      33.6      76.5     608.5
    3995.0       8.9      37.4      90.7     738.1
    4495.0       9.4      41.2     105.8     877.5
    4995.0       9.9      44.9     121.6    1026.0
    5495.0      10.5      48.5     138.1    1183.1
    5995.0      11.0      52.1     155.4    1348.5
    6495.0      11.4      55.6     173.3    1522.0
    6995.0      11.9      59.1     191.9    1703.5
    7495.0      12.4      62.6     211.2    1892.9
    7995.0      12.8      66.0     231.1    2090.0
    8495.0      13.2      69.5     251.6    2294.8
    8995.0      13.7      72.9     272.7    2507.3
    9495.0      14.1      76.2     294.4    2727.4
    9995.0      14.5      79.6     316.7    2955.0
   10495.0      14.9      82.9     339.6    3190.1
   10995.0      15.3      86.2     363.0    3432.6
   11495.0      15.7      89.5     386.9    3682.5
   11995.0      16.1      92.8     411.4    3939.8
   12495.0      16.4      96.0     436.4    4204.4
   12995.0      16.8      99.3     462.0    4476.2
   13495.0      17.2     102.5     488.0    4755.3
   13995.0      17.6     105.7     514.5    5041.6
   14495.0      17.9     108.9     541.6    5335.1
   14995.0      18.3     112.1     569.1    5635.7
   15495.0      18.6     115.3     597.1    5943.4
   15995.0      19.0     118.4     625.6    6258.1
   16495.0      19.3     121.6     654.5    6579.9
   16995.0      19.6     124.7     684.0    6908.7
   17495.0      20.0     127.8     713.8    7244.5
   17995.0      20.3     131.0     744.2    7587.3
   18495.0      20.6     134.1     774.9    7936.9
   18995.0      21.0     137.2     806.2    8293.5
   19495.0      21.3     140.3     837.8    8656.9
   19995.0      21.6     143.3     869.9    9027.2
   20495.0      21.9     146.4     902.4    9404.3
   20995.0      22.2     149.5     935.4    9788.2
   21495.0      22.6     152.5     968.7   10178.8
   21995.0      22.9     155.6    1002.5   10576.3
   22495.0      23.2     158.6    1036.7   10980.4
   22995.0      23.5     161.6    1071.3   11391.3
   23495.0      23.8     164.6    1106.3   11808.8
   23995.0      24.1     167.6    1141.7   12232.9
   24495.0      24.4     170.7    1177.4   12663.6
   24995.0      24.7     173.7    1213.6   13100.9
   25495.0      25.0     176.6    1250.2   13544.7
   25995.0      25.3     179.6    1287.2   13995.0
   26495.0      25.6     182.6    1324.5   14451.8
   26995.0      25.8     185.6    1362.2   14915.1
   27495.0      26.1     188.5    1400.3   15384.8
   27995.0      26.4     191.5    1438.8   15860.9
   28495.0      26.7     194.5    1477.7   16343.3
   28995.0      27.0     197.4    1516.9   16832.2
