# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Si
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   27495.0     268.2     410.1   38616.5   79935.5
   27995.0     272.4     416.6   39865.8   82552.7
   28495.0     276.6     423.2   41132.2   85208.5
   28995.0     280.9     429.7   42415.6   87902.9
   29495.0     285.1     436.2   43715.9   90635.6
   29995.0     289.3     442.7   45033.1   93406.7
   30495.0     293.5     449.2   46357.0   96193.0
   30995.0     297.7     455.7   47680.9   98979.4
   31495.0     301.8     462.2   49004.8  101765.8
   31995.0     306.0     468.7   50328.7  104552.2
   32495.0     310.2     475.2   51652.6  107338.6
   32995.0     314.4     481.7   52976.5  110124.9
   33495.0     318.6     488.2   54300.4  112911.3
   33995.0     322.8     494.7   55624.3  115697.7
   34495.0     327.0     501.2   56948.2  118484.1
   34995.0     331.2     507.7   58272.1  121270.4
   35495.0     335.4     514.2   59596.0  124056.8
   35995.0     339.5     520.7   60919.9  126843.2
   36495.0     343.7     527.2   62243.8  129629.6
   36995.0     347.9     533.7   63567.7  132416.0
   37495.0     352.1     540.2   64891.7  135202.3
   37995.0     356.3     546.8   66215.6  137988.7
   38495.0     360.5     553.3   67539.5  140775.1
   38995.0     364.7     559.8   68863.4  143561.5
   39495.0     368.9     566.3   70187.3  146347.8
   39995.0     373.1     572.8   71511.2  149134.2
   40495.0     377.2     579.3   72835.1  151920.6
   40995.0     381.4     585.8   74159.0  154707.0
   41495.0     385.6     592.3   75482.9  157493.4
   41995.0     389.8     598.8   76806.8  160279.7
   42495.0     394.0     605.3   78130.7  163066.1
   42995.0     398.2     611.8   79454.6  165852.5
   43495.0     402.4     618.3   80778.5  168638.9
   43995.0     406.6     624.8   82102.4  171425.3
   44495.0     410.8     631.3   83426.3  174211.6
   44995.0     415.0     637.8   84750.2  176998.0
   45495.0     419.1     644.3   86074.1  179784.4
   45995.0     423.3     650.8   87398.0  182570.8
   46495.0     427.5     657.3   88721.9  185357.1
   46995.0     431.7     663.8   90045.8  188143.5
   47495.0     435.9     670.3   91369.7  190929.9
   47995.0     440.1     676.8   92693.6  193716.3
   48495.0     444.3     683.3   94017.5  196502.7
   48995.0     448.5     689.8   95341.5  199289.0
   49495.0     452.7     696.3   96665.4  202075.4
   49995.0     456.8     702.8   97989.3  204861.8
   50495.0     461.0     709.3   99313.2  207648.2
   50995.0     465.2     715.8  100637.1  210434.5
   51495.0     469.4     722.3  101961.0  213220.9
   51995.0     473.6     728.8  103284.9  216007.3
   52495.0     477.8     735.3  104608.8  218793.7
   52995.0     482.0     741.8  105932.7  221580.1
   53495.0     486.2     748.3  107256.6  224366.4
   53995.0     490.4     754.8  108580.5  227152.8
   54495.0     494.5     761.3  109904.4  229939.2
   54995.0     498.7     767.8  111228.3  232725.6
   55495.0     502.9     774.3  112552.2  235511.9
   55995.0     507.1     780.8  113876.1  238298.3
   56495.0     511.3     787.3  115200.0  241084.7
   56995.0     515.5     793.8  116523.9  243871.1
   57495.0     519.7     800.3  117847.8  246657.5
   57995.0     523.9     806.8  119171.7  249443.8
   58495.0     528.1     813.3  120495.6  252230.2
   58995.0     532.3     819.8  121819.5  255016.6
   59495.0     536.4     826.3  123143.4  257803.0
   59995.0     540.6     832.8  124467.3  260589.3
   60495.0     544.8     839.3  125791.3  263375.7
   60995.0     549.0     845.8  127115.2  266162.1
