# Characteristic  Pathlengths (in Angstroem) for Electron Transport in Cu
#
# ener(eV)      EMFP      IMFP     TRMFP      LNRG   
   16495.0      39.6     167.3    2543.6   11415.1
   16995.0      40.6     171.7    2673.1   12013.7
   17495.0      41.5     176.0    2805.3   12626.1
   17995.0      42.4     180.3    2940.2   13252.2
   18495.0      43.3     184.6    3077.7   13891.9
   18995.0      44.2     188.9    3218.0   14545.2
   19495.0      45.1     193.2    3360.9   15211.8
   19995.0      46.0     197.5    3506.5   15891.8
   20495.0      46.8     201.7    3654.7   16585.0
   20995.0      47.7     206.0    3805.4   17291.4
   21495.0      48.6     210.2    3958.8   18011.1
   21995.0      49.5     214.4    4114.8   18743.8
   22495.0      50.4     218.6    4273.3   19489.6
   22995.0      51.2     222.8    4434.3   20248.3
   23495.0      52.1     227.0    4597.9   21020.1
   23995.0      52.9     231.2    4764.0   21804.7
   24495.0      53.8     235.3    4932.6   22602.2
   24995.0      54.7     239.5    5103.7   23412.6
   25495.0      55.5     243.6    5277.2   24235.7
   25995.0      56.3     247.8    5453.2   25071.6
   26495.0      57.2     251.9    5631.7   25920.2
   26995.0      58.0     256.0    5812.6   26781.5
   27495.0      58.9     260.2    5995.9   27655.4
   27995.0      59.7     264.3    6181.6   28541.9
   28495.0      60.5     268.4    6369.7   29441.0
   28995.0      61.4     272.5    6560.2   30352.6
   29495.0      62.2     276.5    6753.1   31276.8
   29995.0      63.0     280.6    6948.3   32213.4
   30495.0      63.8     284.7    7144.5   33154.9
   30995.0      64.6     288.8    7340.6   34096.5
   31495.0      65.5     292.8    7536.8   35038.1
   31995.0      66.3     296.9    7733.0   35979.7
   32495.0      67.1     301.0    7929.1   36921.2
   32995.0      67.9     305.0    8125.3   37862.8
   33495.0      68.7     309.1    8321.5   38804.4
   33995.0      69.6     313.2    8517.6   39745.9
   34495.0      70.4     317.3    8713.8   40687.5
   34995.0      71.2     321.3    8909.9   41629.1
   35495.0      72.0     325.4    9106.1   42570.7
   35995.0      72.8     329.5    9302.3   43512.2
   36495.0      73.7     333.5    9498.4   44453.8
   36995.0      74.5     337.6    9694.6   45395.4
   37495.0      75.3     341.7    9890.7   46336.9
